WaterUseSurveyCode|WaterUseSurveyDescription
0854184|TEXAS OPTOELECTRONICS INC
0854193|TEXAS PARKS & WILDLIFE DEPARTMENT-LOST MAPLES STATE NATURAL AREA
0854194|TEXAS HISTORICAL COMMISSION-FORT GRIFFIN STATE HISTORIC PARK
0854198|TEXAS PARKS & WILDLIFE DEPARTMENT-GARNER STATE PARK
0854207|TEXAS PARKS & WILDLIFE DEPARTMENT-SMITH COMPANY FISH HATCHERY
0854217|TEXAS PARKS & WILDLIFE DEPARTMENT-MARTIN DIES STATE PARK
0854227|TEXAS PARKS & WILDLIFE DEPARTMENT-SAN ANGELO FISH HATCHERY 1
0854233|TEXAS PARKS & WILDLIFE DEPARTMENT-DAVIS MOUNTAINS STATE PARK
0854236|TEXAS PARKS & WILDLIFE DEPARTMENT-LAKE BOB SANDLIN STATE PARK
0854239|TEXAS PARKS & WILDLIFE DEPARTMENT-CADDO LAKE STATE PARK
0857550|THE TEXAS PIPE LINE COMPANY-HEARNE STATION
0857650|THE TEXAS PIPE LINE COMPANY-UNSPECIFIED SYSTEM/FACILITY
0858800|TEXAS POWER AND LIGHT COMPANY-UNSPECIFIED SYSTEM/FACILITY
0860600|TRADINGHOUSE POWER COMPANY LLC-TRADINGHOUSE STEAM ELECTRIC PLANT
0861230|TEXAS PYTHIAN HOME AND SCHOOL
0861264|TEXAS SADDLERY COMPANY
0861280|TEXAS SAND & GRAVEL COMPANY
0861343|TEXAS TIRE DISPOSAL
0861506|LUMINANT GENERATION COMPANY LLC-COMANCHE PEAK STEAM ELECTRIC STATION
0861900|TEXCRETE COMPANY OF ODESSA
0861960|TEX HENS CONAGRA
0861965|TEX HAM INC
0862000|CITY OF TEXLINE
0862605|CITY OF SOUTHMAYD WESTVIEW SUBDIVISION
0862610|TEXOMA SERVICE CORPORATION-ANGLERS ESTATES
0862611|ROCKY POINT SYSTEMS B
0863150|CECO DOOR PRODUCTS
0863203|STYROCHEM INTERNATIONAL-MINTON ROAD PLANT
0863240|TEX TAN WESTERN LEATHER COMPANY
0863246|TEXTEK PLASTICS INC-GEORGETOWN PLANT
0863260|TEX TUBE COMPANY
0864527|THOMPSON WATER COMPANY INC-KEECHI ADDITION
0865400|THORSTENBERG MATERIALS COMPANY-STAFFORD PLANT 863
0865425|THORSTENBERG MATERIALS COMPANY-HELMS PLANT
0865550|COMBINED CONSUMERS SUD-SHAWNEE SHORES TREAMENT PLANT (T O)
0866050|THRALL CO OPERATIVE GIN COMPANY
0866051|AWR SERVICES INC-THE COVES WSC
0866053|AQUA TEXAS INC-ESTATES OF STONEGATE
0866057|OFFICE OF EMERGENCY MANAGEMENT
0866200|THREE POINTS ESTATES
0866275|THUNDERBIRD UD SYSTEM 2
0866425|TIDDIES INC
0866500|CONTINENTAL CABINETS MANUFACTURING INC
0866755|TIMBERCREEK RANCHETTES
0867115|TIMBERLAND ESTATES PROPERTY ASSOCIATION
0867260|TIMBER VIEW ESTATES
0867600|CITY OF TIMPSON
0868480|TIPPERARY CORPORATION-CLAYTONVILLE GASOLINE PLANT
0869570|TLC MANUFACTURING INC
0869654|SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION POWER PLANT
0870500|TOMBALL ROAD MUD
0871025|THOMPSON WATER SYSTEM
0871053|TOM BROWN INC
0871121|TWINWOOD US WEDDING PAVILION
0871140|TONKA TOYS INC
0871160|TONKAWA GAS PROCESSING COMPANY-EAST TEXAS GAS PLANT
0871254|BAE SYSTEMS AUSTIN
0871260|TRACOR AEROSPACE
0871340|TRANSMERICA DELAVAL FORGE DIV
0871344|DOGWOOD SPRINGS WSC
0871582|TRANSI CORPORATION
0871586|TEXAS INDUSTRIES INC-TXI SPICEWOOD READY MIX
0871587|TEXAS INDUSTRIES INC-VOLENTE READY MIX
0871588|DEL VALLE PLANT 1255
0871650|TRA TECH INC
0871710|CROSSROADS UTILITY SERVICES-TRAVIS COUNTY MUD 14
0871729|TRAVIS COUNTY WCID 12
0872738|TRIANGLE PACIFIC CORPORATION-MCKINNEY PLANT
0872739|TRIANGLE PLASTICS OF TEXAS
0873003|HMW SUD-BRANDYWINE PINES SYSTEM
0873005|COE UTILITIES INC-CRIPPLE CREEK FARMS SYSTEM
0873007|COE UTILITIES INC-FOXWOOD SYSTEM
0873008|HMW SUD-HUNTERS RETREAT SYSTEM
0873010|HMW SUD-DEER RIDGE SYSTEM
0873017|HMW SUD-BRANDYWINE OAKS SYSTEM
0873018|COE UTILITIES INC-MCKINNEY PLACE SYSTEM
0874100|TRINITY BAY CONSERVATION DISTRICT-WEST WTP
0874429|TRINITY INDUSTRIES INC-LONGVIEW PLANT
0874700|TRISTARR WEB GRAPHICS
0876625|TRU MIX READY MIX CONCRETE
0876810|GRANT PRIDECO INC-NAVASOTA PLANT
0877890|TURF WATER SYSTEM
0880719|AQUA TEXAS INC-BOUDREAUX GARDENS MH SUBDIVISION
0880720|AQUA TEXAS INC-CYPRESS PLACE
0880730|2410 MHP
0880942|CITY OF CARLS CORNER
0880943|TWIN LAKES WATER COMPANY
0880976|SAM RAYBURN WATER INC-LA PLAYA SUBDIVISION
0880996|WESTWOOD WSC
0881050|AQUA TEXAS INC-PARKSIDE/TWIN OAKS WATER COMPANY
0881115|TWO NINETY WSC
0882000|TYRELL GARTH INC
0883000|UARCO INC
0884999|STACKPOLE/ULTRA CARBON
0886400|U S DEPT OF COMMERCE
0886603|AERIFORM CORPORATION-UNSPECIFIED SYSTEM/FACILITY
0886715|UNION CARBIDE CORPORATION-LINDE DIVISION
0886765|UNION EXPLORATION PARTNERS LTD
0886875|UNION HILL WATER SYSTEM
0886900|UNION TEXAS PETROLEUM-WALNUT BEND PLANT AN ALLIED COMPANY
0889350|U S  AIR FORCE-JBSA - LACKLAND
0889430|U S ARMY CORPS OF ENGINEERS-GRAPEVINE LAKE PROJECT
0889519|USDATA CORPORATION
0889554|TEXAS DEPARTMENT OF CRIMINAL JUSTICE-ROBERTSON UNIT
0889620|CITY OF AUSTIN-BERGSTROM AFB
0889655|U S AIR FORCE-LACKLAND AFB RECREATION CAMP
0889670|U S BRICK-FORT WORTH PLANT
0889750|WESTVACO ENVELOPE
0889810|INTERNATIONAL PAPER COMPANY-BAG PLANT
0889960|U S FOREST SERVICE-RATCLIFF LAKE RECREATIONAL AREA
0889971|U S FOREST SERVICE-ZAVALLA WORK CENTER
0889974|UNIT SOURCE INC
0890504|UNISPEC INC
0890570|NATIONAL OIL WELL-GARLAND PLANT
0891250|UNIT RIG & EQUIPMENT COMPANY
0891320|CITY OF UNIVERSAL CITY
0891333|UNIVERSAL METAL FINISHING COMPANY
0891350|URANIUM RESOURCES INC-LONGORIA PLANT
0891358|UTEX INDUSTRIES INC-ODESSA FACILTY
0891368|UTEX INDUSTRIES INC-HUMBLE PLANT
0891371|AQUA PURE-ORCHARD CROSSING
0891390|UTOTEM
0892800|TEXAS WEST MHP SOUTH
0893400|DARLING INT INC
0894605|VALLEY BUILDERS SUPPLY INC-PHARR PLANT
0894620|CAL COMPACK FOODS
0894625|VALLEY CO OP OIL MILL
0896250|VALLEY VIEW WATER COMPANY-UNSPECIFIED SYSTEM/FACILITY
0651781|ST ENVIRONMENTAL SERVICES-PARK TEN MUD
0652058|PATS POINT WATER COMPANY
0652113|PATTON WATER SYSTEM
0652120|PAYMASTER GIN
0652160|PAYNE & KELLER INC
0652170|PAYNES PET FOOD COMPANY
0652176|AQUA TEXAS INC-PEACEFUL MEADOWS SUBDIVISION
0652600|CITY OF PEARLAND
0652625|PEARL MANUFACTURING  COMPANY
0653851|PECAN ACRES WATER COMPANY-PETRUCELLI INVESTMENTS
0656480|PEPPER & ASSOCIATION INC
0656517|PEPSI COLA BOTTLING COMPANY-EL PASO PLANT
0656666|PERRY GAS PROCESSORS INC-PYOTE PLANT
0658000|PEDERSON NATURAL FARMS
0658205|AQUA PURE-PETERSON PLACE SUBDIVISION WATER SYSTEM
0658230|PETROCHEMICAL INVESTMENT CORPORATION
0658705|BAKER PETROLITE CORPORATION-BAYPORT PLANT
0659800|CITY OF PFLUGERVILLE-GENERAL DISTRIBUTION SYSTEM
0663750|PHANTOM INDUSTRIES INC
0663755|PHEASANT RIDGE WINERY
0664000|PHELAN SULPHUR COMPANY
0664600|CITY OF PHILLIPS
0667800|PHILLIPS PETROLEUM COMPANY-BRAZORIA BOOSTER EPHN
0669000|PHILLIPS PETROLEUM COMPANY-CACTUS PLANT CH
0669100|DCP MIDSTREAM-GIDDINGS PLANT GPOD
0672100|Orion Engineered Carbons, LLC-ECHO PLANT
0673675|PHILLIPS PETROLEUM COMPANY-PERFORMANCE PIPE DIVISION
0673800|PHILLIPS GIDNEY STATION
0674300|PHILLIPS PETROLEUM COMPANY-HAPER PLANT
0677000|PHILLIPS PETROLEUM COMPANY-HERRING PANTEX WATER STATION REF
0677800|PHILLIPS PETROLEUM COMPANY-UNSPECIFIED SYSTEM/FACILITY
0678525|INGRAM CONCRETE LLC-MIDLAND PLANT
0681600|PHILLIPS PETROLEUM COMPANY-PLUM PLANT EPH
0682400|PHILLIPS PETROLEUM COMPANY-UNSPECIFIED SYSTEM/FACILITY
0682450|DCP MIDSTREAM-WIGINTON BOOSTER GPBR
0682452|GPM GAS CORPORATION-PAMPA DISTRICT OFFICE BLDG GPBR
0682635|PHILLIPS PETROLEUM COMPANY-WASSON PIPELINE STATION PPL
0683002|AQUA TEXAS INC-PHOENIX WATER WORKS 1 AND 2
0683006|EMERSON PIC
0683010|CHERRY DISPLAY PRODUCTS CORPORATION
0683025|CPN WATER WORKS-PIDGEON ROAD ESTATES
0683080|PILGRIM WSC
0683133|PILLOWS ICE COMPANY INC
0683164|PINELOCH SUBDIV WATER SUPPLY
0683166|PINE MEADOWS MHP
0683182|WALKER COUNTY SUD-PLANT A
0683185|AQUA TEXAS INC-PINETRAILS UTILITY
0683191|PINOAK MHP
0683195|PIONEER COMPANY INC
0683201|LAKE LIVINGSTON WSC-LAKE LIVINGSTON ESTATES SECTION 1
0683203|LAKE LIVINGSTON WSC-INDIAN HILLS 1 BASS BAY
0683206|LAKE LIVINGSTON WSC-LAKE LIVINGSTON ESTATES 2 & 3
0683208|LAKE LIVINGSTON WSC-POINT LOOKOUT ESTATES
0683219|LAKE LIVINGSTON WSC-PUTNAMS LANDING
0683220|LAKE LIVINGSTON WSC-FLOWING WELLS
0683231|LAKE LIVINGSTON WSC-CRYSTAL LAKES SUBDIVISION
0683239|LAKE LIVINGSTON WSC-LAKE RUN A MUCK SUBDIVISION
0683245|PINEY POINT WATER SYSTEM
0683271|PIONEER CONCRETE OF TEXAS INC-ARLINGTON PLANT
0683275|PIONEER INC-FLOUR MILLS
0683280|PIONEER AGGREGATES
0683292|CABOT CORPORATION-SWEETWATER GAS PLANT
0683328|PIONEER PACKING COMPANY
0683390|MONARCH UTILITIES LP-PINWAH PINES ESTATES
0683470|PPG INDUSTRIES-CHEMICAL DIV  BRINEFIELD OPERATION
0683600|P & L CANNING
0685930|PLASTICAN INC DALLAS PLANT
0686160|FILTRATION PRODUCTS LTD
0686220|NO DATA AVAILABLE
0686810|PLEASANT HILL WSC 2
0686855|PLEASANT RIDGE ADDITION
0688012|PMS CONSOLIDATED
0688857|CITY OF POINT
0688885|PENNINGTON UTILITY-POLLOK-REDTOWN WSC
0688887|POLY AMERICA LP
0689400|CITY OF PONDER
0689515|PONDEROSA GARDENS WATER SYSTEM
0690165|AQUA TEXAS INC-PORT ADVENTURE WATER SYSTEM
0690431|PORT OCONNOR ID
0691300|PORT MANSFIELD SEAFOODS
0691750|CITY OF PORT NECHES
0691810|SIMEUS FOODS INTERNATIONAL INC
0691900|BRAZOS RIVER AUTHORITY-POSSUME KINGDOM LAKE (WELL)
0694200|CITY OF POTEET
0695250|POTOSI WSC
0695500|CITY OF POTTSVILLE
0695600|POWELL ELECTRICAL SYSTEMS INC
0695700|PASS & SEYMOUR LEGRAND
0696600|PRAETORIAN BUILDING
0698000|PRECEPT INC
0698170|PRECISION MANUFACTURING  COMPANY-SAN ANTONIO PLANT
0698550|PREMIER GRANITE QUARRIES
0698600|PREMIER PETROCHEMICAL COMPANY
0699890|PRESTON VILLA
0699892|PSI INDUSTRIES-1201 WEST MAIN PLANT
0699900|PRESTON VILLA APARTMENTS
0700380|PRICES CREAMERIES
0700550|PRICE WSC
0700700|PRIMO MORESCO ADDITION
0700900|PRIMROSE OIL
0701000|PRIMROSE WATER SYSTEM
0701495|PRINTPACK INC-GRAND PRAIRIE PLANT
0702695|PRODUCTION OPERATION INC-COMPRESSOR LEASING DIV
0702926|PROMISED LAND CREAMERY
0702950|ASSOCIATION OF PROMONTORY RV RESORT
0703274|PSI URETHANES INC
0703482|LAND O LAKES PURINA FEED LLC-GONZALES CHOW PLANT
0707590|QUALITECH STEEL CORPORATION
0708650|Gulf Utility Service-RIVER CLUB WATER COMPANY
0709606|QUEST MEDICAL INC
0709610|QUIK TO FIX FOOD INC
0709800|QUIET ACRES MHP
0716900|RABBIT CENTER MHP-UNSPECIFIED SYSTEM/FACILITY
0717750|RAINBO BAKING COMPANY OF BEAUMONT
0717775|RAINTREE LAKES SUBDIVISION
0718125|RAMIREZ & SONS INC
0718406|RANCHERS LAMB OF TEXAS INC
0718440|RANCH VILLAGE MHP
0718445|LGRVR WSC
0718557|RANGAIRE MANUFACTURING  OF TEXAS
0719090|RAVAGO MANUFACTURING AMERICAS
0719170|RAYBURN COUNTRY MUD
0720255|SEVEN UP BOTTLING COMPANY-HARLINGEN PLANT
0720256|RBP FENESCO INC
0720257|R C COLA BOTTLING COMPANY
0720960|RED CHAIN FARMS
0720999|RED DOT R V PARK
0721008|REDMAN HOMES INC
0721140|CITY OF AUSTIN-RIVER PLACE WATER SYSTEM
0721153|RED RIVER AUTHORITY-TEXOMA RAW WATER SALES
0721154|RED RIVER AUTHORITY-TURKEY ESTELLINE WS
0721158|RED RIVER AUTHORITY-GUTHRIE DUMONT WS
0721168|RED RIVER AUTHORITY-FARMERS VALLEY WS
0721186|RED RIVER AUTHORITY-HARRELLS CHAPPEL WS
0721187|RED RIVER AUTHORITY-NORTHFIELD SYSTEM
0721188|RED RIVER AUTHORITY-PLASKA FRIENDSHIP WS
0721193|RED RIVER AUTHORITY-SOUTH QUANAH  WS
0824070|STAUFFER CHEMICAL COMPANY-ENVIRONMENTAL VENTURES DIV
0824105|STB SYSTEMS INC
0824110|STARKEY LABORATORIES
0824195|STEPHENS REGIONAL SUD
0824825|STIFF CREEK MHP
0825805|STOCKTON FEED LLC
0825862|STONEVILLE FURNITURE COMPANY INC
0826450|CITY OF STRAWN
0826697|STROOPE PACKING COMPANY
0827050|STRYKER LAKE WSC
0827200|STULL CHEMICAL COMPANY
0827300|AMAX OIL & GAS INC
0829052|SUMMER HILLS SUBDIVISION
0829465|MUNICIPAL OPERATIONS & CONSULTING-SUNBELT FWSD WOODLAND OAKS SUBDIVISION
0829800|CITY OF SUNDOWN
0830530|ORYX ENERGY COMPANY-KNOX COUNTY PIPELINE
0831000|SUN OIL COMPANY-UNSPECIFIED SYSTEM/FACILITY
0832650|SUN GAS COMPANY-VICTORIA GAS PLANT
0832708|SUN ROLLER CORPORATION
0834270|SUN VALLEY MHP
0834300|SUN VUE FERTILIZER INC
0834700|SUPERIOR MEAT & PROVISION COMPANY
0835000|THE SUPERIOR OIL COMPANY-CONROE OFICE & CAMP AREA
0835100|SUPERIOR OIL COMPANY-PORTILLA PLANT
0835200|THE SUPERIOR OIL COMPANY-RAMSEY PLANT
0835237|SUPREME PLASTICS INC
0835241|VALSPAR COATINGS
0835300|SUTHERLAND SPRINGS WATER SYSTEM
0835400|CITY OF SWEENY
0837876|JBS SWIFT & COMPANY
0837978|SYMONS CORPORATION
0837990|SYNERCOM TECHNOLOGY INC
0840100|T J COUNTRY WATER SYSTEM
0842830|MUNICIPAL OPERATIONS & CONSULTING INC-TALL PINES UTILITY
0842888|TANDY BUSINESS PRODUCTS
0842895|TANDY LEATHER MANUFACTURING  COMPANY
0842969|TAPATIO SPRINGS RESORT
0842971|TAORMINA COMPANY-UNSPECIFIED SYSTEM/FACILITY
0842976|TARPLEY ESTATES WATER COMPANY
0842977|TARLETON STATE UNIVERSITY
0843425|TARRANT UTILITY COMPANY-LAGUNA VISTA SYSTEM
0843520|WESTERN WATER WORKS INC
0843540|AQUA TEXAS INC-LINKWOOD ESTATES SUBDIVSION
0843600|CITY OF TATUM
0843610|TAURUS ENERGY CORPORATION
0844510|STANLEY LAKE MUD
0845030|TBM RESIDENT WSC
0845065|LITTLEFUSE LP
0845774|TEJAS VALLEY RV PARK INC
0845805|MUNICIPAL OPERATIONS & CONSULTING INC-TELGE MANOR MHP
0845811|TELLABS INC
0845812|TEM PLAS INDUSTRIES INC
0846060|Georgia- Pacific-DIBOLL LUMBER DIVISION
0846090|TEMPLE GYPSUM
0846200|TEMPLE MUNICIPAL AIRPORT
0846215|TEMPLE PRODUCTS INC
0846440|TENNECO GAS PIPELINE COMPANY
0846450|ENTERPRISE PRODUCTS OPERATING LP-MORGANS POINT COMPLEX
0846530|TENNECO OIL COMPANY-DEAN PLANT
0847100|TENNESSEE GAS TRANSMISSION COMPANY-EAST BERNARD STATION COMPRESSOR STATION 17
0847205|TENNESSEE GAS TRANSMISSION COMPANY-RESEARCH LABORATORY
0847507|TERRA INTERNATIONAL INC
0847552|TETRA PAK MATERIALS LLC
0847580|HUNTSMAN PETROCHEMICAL CORPORATION-CONROE PLANT
0847650|TEXACO INC-AMARILLO PLANT
0847680|TEXACO INC-KNIGHT GAS TREATMENT PLANT
0847905|TEXACO INC-HUMBLE AREA
0847910|TEXACO INC-TIJERINA GASOLINE PLANT
0847925|TEXACO INC-MABEE GAS PROCESSING PLANT
0847930|TEXACO INC-ENCINITAS GAS PLANT
0847965|TEXALOY FOUNDRY COMPANY INC
0848050|TEXARKANA COCA COLA BOTTLE COMPANT
0848436|TEXAS ANALYTICAL CONTROLS INC
0848445|TEXAS APPAREL COMPANY-DIV  OF SALANT & SALANT
0848500|TEXAS BRIDGE AND FORGE COMPANY
0848700|TEXAS BRINE COMPANY LLC-CLEMVILLE PLANT
0849603|COCA-COLA SOUTHWEST BEVERAGES-ABILENE PLANT
0849750|TEXAS EASTERN TRANSMISSION COMPANY-BOOTH COMPRESSOR STATION
0849800|WESTERN REFINING COMPANY LP-EL PASO SOUTH PLANT
0850400|MOTIVA ENTERPRISES LLC-PORT ARTHUR REFINERY
0851160|TEXAS COPPER CORPORATION
0851385|TEXAS DEPARTMENT OF CRIMINAL JUSTICE-LUTHER UNIT
0851390|TEXAS DEPARTMENT OF CRIMINAL JUSTICE-DARRINGTON UNIT
0851435|TEXAS DEPARTMENT OF CRIMINAL JUSTICE-MICHAEL UNIT
0851452|TEXAS DEPARTMENT OF CRIMINAL JUSTICE-RAMSEY UNIT III
0851455|TEXAS DEPARTMENT OF CRIMINAL JUSTICE-RAMSEY STRINGFELLOW TERRELL
0851460|EASTMAN CHEMICAL COMPANY TEXAS OPERATION-TYLER TERMINAL
0851465|EASTMAN CHEMICAL COMPANY TEXAS OPERATIONS
0851660|TEXAS ELECTRIC SERVICE COMPANY
0852545|TEXAS DEPARTMENT OF TRANSPORTATION-RED RIVER AUTHORITY COMFORT STATION 45
0852575|TEXAS FROZEN FOODS CORPORATION
0852585|VALERO MKTG & SUPPLY COMPANY
0852810|TEXASGULF INC-SPINDLETOP PLANT BEAUMONT TER
0853435|TEXAS INDUSTRIES INC-HURST SAKRETE PLANT
0853438|TEXAS INDUSTRIES INC-ALTAIR SAND & GRAVEL PLANT
0853442|TEXAS INDUSTRIES INC-RICHARDSON CONCRETE PLANT
0853473|TEXAS INSTRUMENTS INC-FOREST LANE PLANT SOUTH CAMPUS
0853660|TEXAS METAL CASTINGS COMPANY INC
0853750|TEXAS MICROSYSTEMS
0854100|TEXAS MHP
0854197|TEXAS PARKS & WILDLIFE DEPARTMENT-DINOSAUR VALLEY STATE PARK
0854202|TEXAS PARKS & WILDLIFE DEPARTMENT-GOOSE ISLAND STATE RECREATION AREA
0854213|TEXAS PARKS & WILDLIFE DEPARTMENT-CLEBURNE STATE PARK
0854226|TEXAS PARKS & WILDLIFE DEPARTMENT-SAN ANGELO FISH HATCHERY 2
0854600|WOOD TRACE MUD 1
0857250|THE TEXAS PIPE LINE COMPANY-BIG SPRING STATION
0857350|THE TEXAS PIPE LINE COMPANY-COLORADO CITY STATION
0857900|TEXAS PLASTICS INC-EDINBURG ICE & COLD STORAGE DIV
0859150|MOUNTAIN CREEK MUNICIPAL GOLF COURSE
0859600|LUMINANT GENERATION COMPANY LLC-RIVERCREST STEAM ELECTRIC PLANT
0861210|TEXAS READY MIX INC
0861243|TRC RECREATION LP
0861270|TEXAS SAND COMPANY
0861345|TEXAS TRANSFORMER CORPORATION
0861512|LUMINANT GENERATION COMPANY LLC-FOREST GROVE STEAM ELECTRIC STATION
0861800|TEXAS WATER COMPANY
0861957|TEX FAB INC
0861970|CITY OF TEXHOMA
0861975|TEX RON INC
0861990|TEXITRON INC
0862604|TEXOMA SERVICE CORPORATION-GLEN EDEN SYSTEM
0862607|TEXOMA SERVICE CORPORATION-PRESTON BEND GLEN EDEN SYSTEMS
0863215|TEXAS SAND GRAVEL PRODUCTS
0863515|THERMA FOAM INC
0863535|THERMO PLASTICS CORPORATION
0864460|THOMAS WATER SERVICE
0866251|CITY OF THREE RIVERS-PLANT 2
0866265|THREE RIVERS WD
0866266|THREE WAY ISD
0866290|THUNDERBIRD WATER SERVICES-THUNDERBIRD POINT SUBDIVISION
0701450|PRINERIDGE SUBDIVISION
0701500|PRIOR INTERNATIONAL INC
0702653|PROCLEAN CHEMICALS INC
0702660|PROCTER & GAMBLE COMPANY
0702675|PRODUCERS GAS COMPANY
0702690|PRODUCTION OPERATION INC-WOODLAWN GATHERING STATION
0703000|TOWN OF PROSPER
0703200|PROTESTANT CHILDRENS HOME
0703235|PROVENCE WATER SYSTEM
0703298|PUMA CHEMICAL COMPANY INC-FORT WORTH PLANT
0703400|CITY OF PURDON
0703800|CITY OF PYOTE
0707070|AQUA TEXAS INC-PYSSEN LIVE ESTATES
0707495|QUAIL CREEK
0707500|QUAIL VALLEY GOLF CLUB
0707570|QUAKER OAKS COMPANY
0707600|QUALITY ELC STEEL CASTINGS
0708000|QUALITY PRODUCTS INC
0708900|ARCHER DANIELS MIDLAND COMPANY
0709607|QUEST SPECIALTY CORPORATION
0710000|QUILLIAN MEMORIAL CENTER
0710400|CITY OF QUINLAN-CITY WATER UTILITY
0710401|CITY OF QUINLAN-4 R RANCH WATER 2
0717325|RADCLIFF MATERIALS INC
0717330|RADIANCE WSC
0717350|PURINA MILLS LLC
0717772|AUCOIN & ASSOCIATES-RAINTREE ESTATES MH COMMUNITY
0718250|RAMSEY SUBDIVISION
0718405|RANCH HILLS WSC
0718428|RANCHERO VILLAGE MHP WATER SYSTEM
0718432|SOUTHWIND MHP
0718455|C E RANDALL COMPANY
0718460|RANDOLPH COMPANY-ROSINE STREET PLANT
0719050|RATCLIFF WSC
0719200|RAY ELLISON MOBIL HOMES
0720200|MONARCH UTILITIES LP-RAYWOOD
0721010|RED OAK CLUB ESTATES
0721120|REDMAN MOBILE HOMES INC
0721177|RED RIVER AUTHORITY-GREENBELT LAKE LOTS  WS
0721183|RED RIVER AUTHORITY-NEWLIN WS
0721184|RED RIVER AUTHORITY-MEMPHIS NE SYSTEM
0721200|CITY OF REDWATER
0721490|REFUGIO COUNTY WCID 2
0722600|CITY OF REFUGIO
0722615|REGAL TOOL AND RUBBER COMPANY
0722618|REHOBETH WSC
0722620|RETERRA CORPORATE
0722704|Inframark-REMINGTON MUD 1
0722875|RESCAR INC
0723210|RESTLAWN CEMETERY
0723232|MID VALLEY INDUSTRIES INC
0723385|REYNOLDS METALS COMPANY-HOUSTON CAN PLANT
0723394|NORTH AMERICA TRANSIT INC
0723955|RICE WATER SYSTEM-UNSPECIFIED SYSTEM/FACILITY
0724300|RICHARDSON COMPANY
0724310|RICHARDSON INDUSTRIES INC
0724400|SID RICHARDSON CARBON  & ENERGY COMPANY-NORTH DORA PLANT
0726600|CITY OF RICHLAND SPRINGS
0726625|BRADY SYSTEM RICHLAND SUD
0726650|RICHLAND SUD
0727450|Strike Water-SHELDON PLANT
0728210|WORNICK FAMILY FOODS COMPANY
0728217|WALLER COUNTY WATER COMPANY-RILEY ROAD ESTATES WATER SYSTEM
0728300|RINCON WSC
0728302|RINCON WSC-DIVISION 3
0728600|CITY OF RIO GRANDE CITY
0728626|RIO GRANDE OIL MILL
0729200|RIO GRANDE VALLEY SUGAR GROWERS INC
0729220|RIO MEDINA WATER CORPORATION-RIO MEDINA ESTATES SYSTEM
0730615|RIVIERA ESTATES
0730620|RIVER ACRES WSC
0730640|PURE UTILITIES LC-RIVERBOAT BEND MHP
0730764|AQUA TEXAS INC-RIVERCREST WATER CO
0730850|RIVER HAVEN SUBDIVISION
0731000|RIVER OAKS COUNTRY CLUB
0731278|REDDY ICE LTD-FORT WORTH PLANT
0731300|RIVERSIDE SUD
0731493|ROADRUNNER MHP
0732210|ROANOKE HILLS WSC
0733503|ROBERTSON COUNTY WSC
0735400|ROCHELLE WSC
0737000|CITY OF ROCKDALE
0737100|ROCK E MOBILE PARK
0738610|ROCK TENN COMPANY-DALLAS PLASTIC PLANT
0738630|WESTROCK CONVERTING COMPANY-GREENVILLE FOLDING CARTON PLANT
0739402|AQUA TEXAS INC-BUFFALO CREEK UTILITIES
0739463|ALCATEL NETWORK SYSTEMS-MICROWAVE MANUFACTORING
0739464|ALCATEL NETWORK SYSTEMS-EL PASO PLANT
0739475|ROCKY POINT MHP
0739500|RODRIGUEZ WATER SYSTEM
0739600|WEAVER PACKING COMPANY
0740210|WAGNER SERVICES-ROGERS ROAD WATER SYSTEM
0740815|CREST WATER COMPANY-ROLLING OAKS SUBDIVISION
0740900|ROLLING HILLS RANCHITOS SUBDIVISION
0740910|ROLLING HILLS WATER SERVICE
0741000|CITY OF ROLLINGWOOD
0741010|ROLM CORPORATION
0741200|ROMAN FOREST CONSOLIDATED MUD
0741225|ROMAN FOREST PUD 3
0741650|MAUSER PACKAGING SOLUTION-BWAY
0743000|ROSEMONT UTILITY COMPANY
0744975|ROSSAN LABORATORIES INC
0745000|ROSS WSC
0745800|CITY OF ROTAN
0746200|SOUTH GARZA WSC
0748400|MESTEX A DIVISION OF MESTEK INC
0748762|CROSSROADS UTILITY SERVICES-WILLIAMSON COUNTY MUD 10
0749900|ROYAL CROWN BOTTLING COMPANY-UNSPECIFIED SYSTEM/FACILITY
0749920|ROYAL CROWN BOTTLING COMPANY-MCKINNEY PLANT
0753000|CITY OF RULE
0757100|RUSK STATE HOSPITAL
0757500|RUSS CHEMICAL COMPANY INC
0759595|VALERO REFINING TEXAS LP-CORPUS CHRISTI REFINERY WEST PLANT
0759680|SABINE INDUSTRIES INC
0760600|SAFARI MHC
0760685|SAFEWAY STORES INC-DAIRY DIVISION ICE CREAM DEPT
0762010|SALADO COMMUNITY WATER COMPANY
0762900|SAINT PAUL INDUSTRIAL SCHOOL
0763800|SAINT MARYS PRAHA CHURCH
0764100|ST PAUL WSC
0764110|ST STEPHENS EPISCOPAL SCHOOL
0764140|SAMEDAN OIL CORPORATION
0764155|SAMSUNG AUSTIN SEMICONDUCTOR LLC
0764600|SAN ANTONIO MUD 1
0765500|SANBAR GETAWAY
0767462|SAND SUPPLY LEHIGH HANSON
0767475|AQUA TEXAS INC-SANDY ACRES ADDITION
0768651|SAN JACINTO UTILITY COMPANY
0768879|KIMBERLY CLARK OPERATIONS
0769100|SAN MARCOS BAPTIST ACADEMY-OLD CAMPUS
